NONE	El brasileño Wik Muniz llegará en el último trimestre del año al @cacmalaga  http://t.co/8m9ldj0M
P	@gemacorga podéis pasar gratis para la siguiente temporada 
NONE	Retos digitales en el Congreso. http://t.co/rQWmVw5E
P	En el stand de @Huelvaturismo: un oferta de luz y sabor.
N	"Lo de ""España nos está haciendo más pobres"" de Durán es literal"
N	A las 3 en @A3noticias, según Defensa, piratas somalíes atacan un buque de guerra español.  Un pirata muerto, y varios heridos
N	Diego Torres dice que la infanta Cristina sí estaba implicada en el Instituto Noos
P	Recomiendo El 'Túnel'de Dürremat. Relato breve.
P	Hoy en Cartaya con las personas mayores. Nos merecen todo nuestro compromiso, cariño y respeto
NONE	En @Captura ANDREU BUENAFUENTE (@Buenafuente) _ new beatles http://t.co/dVCCkV4g
NONE	Esta noche, a partir de las doce, nos vemos en @13television @DHAM_13tv con @alfonsomerlos y el análisis del nuevo gobierno d @marianorajoy
N	Como el debate @DHAM_13tv tenga la intensidad del previo en @13tv_AlDia, va a arder Troya por segunda vez...
N	Federación Española de Tenis denunciará a Canal+Francia x utilizar logo Federación en el video/guiñoles con Nadal y el dopaje en España.EFE
P	Buenos días! De camino a JAEN!;-)
P	Y otra viuda que quiso abrazar al asesino y él se sorprendió sabiendo que no lo merecía... Aquí el videohttp://t.co/UGc2VcCB
NEU	El sector del lujo cierra el ejercicio con un 25% más de beneficios. ¿Quién sufre la crisis? Pues eso...
P	"Les encantará, cuéntame“@Pedrodco: Deseando ver la cara de mi familia cuando vean mi regalo de navidad""EPN"" @pedroj_ramirez”"
NEU	Es broma!
P	@MrPlayforlive Para ser un filler tiene bastante chicha... XDD, si es muy bueno entra al Olimpo con el Duel, los 2 mejores filler 
N	Repito y aclaro: los que cada vez tienen menos (economía en recesion) y además pagan (impuestos) por ello
N	La universidad hoy debe abandonar la burbuja y participar en la conversación #iredes
N	"Políticos (y otros) que para cuestionar y desprestigiar la huelga general añaden la palabra ""política""."
P	Nos vemos en @TDtarde con @nievesherrero_ a partir de las 18:45 y con @susmoneo @JesusCintora @GOTZONEMORA Mari Pau y @lodares de invitado.
N	Muere una niña de 7 años en un incendio, ocurrido esta madrugada en Cornell de Llobregat, en Barcelona.
NONE	@MitsukiAuri Estoy en semana de examenes asi que somos dos
N	@polux_prm Impresionante. Una pena que hoy no pueda hacer una foto del atardecer.. P.d Gracias guapiño 
P	La encuesta del gobierno Mas da 3-4 diputados a C's. Hay que seguir trabajando para seguir creciendo.
NEU	@ron_quintanilla @belecastillo jajajaja cuando? Estoy súper full
N	La Guardia Civil implica al exconsejero José Antonio Viera en los ERE de Andalucía. Ahora es diputado. http://t.co/wq50qh0p
P	Ya estoy sentada! Adoro volar!!!! http://t.co/ro2MSwGN
NONE	@gaston_acurio 'Francamente' QUÉ?... Vamos, no a todos (ni todo el tiempo) nos tiene que parecer perfecto cada cosa que Ud. hace o dice.
NONE	Despierta desde las 7 habiendo dormido a las 4 masomenos y esta vez Sofi no fue la responsable jajajaja
P	Buenos días ;-))
NEU	Carta con lupa. Lo mashhhh. #NoEsMenúParaViejos http://t.co/Yx4nMn0p
NEU	Los bancos se financian al 1%  BCE. Compran bonos  que proporcionan 4%.No parece mal negocio.Se fortalecen.Y el crédito a la economía real?
P	Somos consciente de la importancia cultural y musical de la sala Malandar, por eso vamos a buscar soluciones con su dueño
N	Ahora sí. Twitter off
NEU	Muy hábil Callejón. El se merece el gol, pero el Madrid no se merece ir ganando por dos.
N	Buenos días, empieza una semana bastante dura de trabajo con 4 conciertos seguidos, a esta altura de la temporada se convierte en un reto.
N	Merkel, Sarko y Barroso charlando en pie. Cameron sentado solo con cara de enfado #euco
P	Viviendo India, en experiencia inolvidable #AVivirAnantapur http://t.co/XfdOgkNE
P	@doriamdiaz El de Halfon de Germinal se ve mortal. Y los de Mary Jo Bang se fueron volando, pero todavía quedan. En Duluoz hay de Salcedo
P	De acuerdo.“@JMEntrecanales: Impresionante agilidad en la reacción de Nike, gran publicidad. Enhorabuena http://t.co/BEfh8su9”
N	Vale he visto la tia bebiendose su regla y me hs dado muchs grima 
P	Todos quieren regalar #ElPrimerNaufragio :) “@xurde1: @pedroj_ramirez me temo que hay acaparamiento por parte de los Reyes Magos :)”
N	Los socialistas apelan a la tradición para ganar las elecciones, lo q han convertido en tradiciónal es la cifra del 31% de paro en Andalucía
P	Amancio Ortega (Zara), quinta persona más rica del mundo, según Forbes.http://t.co/Nhy4LZjN
NONE	Tarde tranquilita en casa...
P	Gracias Colombia !“@NanyFlorezA: “La Señal”de @juanes es #1 en la radio en Colombia por cuarta semana consecutiva.”
N	@Mausaga vieras dolor jure nunca más volver a ese lugar, queda en PZ para los interesados
N	Tenía más miga esta otra http://t.co/kXtxnDUJ Hoy no se está largando RT “@patxilopez: Informe de gestión http://t.co/2yX0QRjo”
P	@victorypeace76 @martiade @YouTube lo de la sortija es un buen detalle!! gracias 
NEU	Quiero y tengo que ir a ver animales fantásticos antes que salga de cartelera
NONE	Con @pacodelatorrep @Gemmadelcorral @fjpomares @julioandrade_ru @Pacobarry en la nueva escuela infantil http://t.co/DxQYB2Nq
NONE	"Silencio. La ""neutralidad activa"" ¿? está en el  estrado. Griñán no se sale del guión:""Saldremosmásfuertes-saldremosmásfuertes-saldremos..."""
NONE	Hoy en Toma Posesión Director de la Policia de nuestro amigo Ignacio Cosido.Con el Ministro de Interior JorgeFernandez http://t.co/KiLzo5aF
NONE	Reunión con una delegación de congresistas de Estados Unidos http://t.co/SQurVldA
P	@Sorayapp perfecto, lo estábamos esperando como agua mayo. Enhorabuena. Estáis dando en el clavo d los deseos d cambio en España.
NONE	. @SAEmpleo y los planes sustitutivos del Plan Memta? Están ya en marcha?
P	"Me acaban de confundir con un estudiante universitario... es el mejor ""buenos días"" de todos"
NONE	Rajoy ocupa su escaños, entran los Reyes y suena el himno. Todos de pie. #Congreso
P	“@giannill78: @David_Busta Guayaquil te espera con ansias!! Queremos darte un gran y merecido abrazo x ser tan artistaaaa!!”ABRAZOOOO!
P	@SlaveofJavier, experto en hacer reencuentros inolvidables since 1994 
P	RT @jesusamadori: @sevillajordi su artículo me ha inspirado y alegrado mi paseo perruno d la mañana. Compraré su libro.
N	@Fgarea El congreso de dentro de dos semanas será un apasionante debate de ideas con enorme recorrido, ¿te cabe alguna duda? #ironia
NEU	Mi vida cada día esta mejor, para mi gusto pero para molestia de muchos, lastima xq no debería molestarte lo que a otros los hace feliz
P	"Aznar: ""Nunca en los últimos años ha estado tan claro lo que se votaba. Nunca ha habido un mandato tan nítido"""
P	Wikipedia lanza aplicación gratuita para Android, para consultar contenidos de Wikipedia, compartir artículos...
N	La sec. Gral del PP afirma que la estrategia del Psoe no es seria ni adecuada, dos meses después de dejar el poder.
NONE	Esto de los puentes es lo único no previsto que ha anunciado de momento, ¿no?
N	Chicxs nunca idealicéis demasiado a una persona, que luego os da mg en facebook y rompéis un espejo de la emoción 
P	@Jimmychinchay @canalN_ bien sra presidenta, se predica con el ejm, muy bien!!!!
P	@passion4english Gracias por la info  Lo bueno sería saber si aceptan libros en inglés.
P	@AfichesManudos Con las rayas más gruesas, me gusta Pumas sabe lo que hace
NEU	@Miraqbien podrías solidarizarte conmigo y no comer ninguno... 
P	Buenos días a todos!!! Que tal estáis? Nosotros listos para entrenar esta tarde y viajar a Villareal! Un abrazo fuerte!!
NEU	No sé qué onda con spotify que ya llevo escuchando medio disco de serge y no me sale ninguna publicidad. Cómo engatuzan a l pobres
N	@Combate_ATV impresionante lo que hizo Alejandra por Dios que feo que se hagan de rogar pa competir, falta de humildad. Vamos rojo.....
NEU	No te rindas no.. dale a tu vida otro color, siempre sale el Sol.. una vez más.... lalala..
NEU	RT @elconfidencial: Botín subvencionó los cursos de Garzón para generar un estado de agradecimiento http://t.co/X3xHrSD8
NONE	abc.es: The New York Times vende 16 cabeceras por 110 millones de euros en efectivo http://t.co/StEjXp6k
P	Por cierto, para la gira mexicana, que canciones os gustaría escuchar en el repertorio de los conciertos? alguna sugerencia diferente?
N	Explosión gas posible causa dl derrumbe d 2 edificios Río d Janerio. Al menos 5 heridos y varios atrapados.Medios locales hablan d 2 muertos
N	dónde lo has mandado?“@pilarmontero6:  y ls mail xk no ls respndes? Cntrata a alguien aunke sea...@guillermovara o ibarra eran + accesibles”
P	( leer con tono de peli de miedo)Ya estooooooy aquiiiiiiiiii ! Por fin la promo de mi nuevo programa @A3NumeroUno http://t.co/WOTV9IUo”
N	He pasado toda la mañana metida en Google Maps viendo Costa Rica. Pero no hay Street View.
N	Me acosté súper tarde ayer (para mis horarios normales) y ahora no puedo seguir durmiendo porque no aguanto el calor de estas horas
P	Muy buenas noches followercetes! http://t.co/bs1ELEq1
NONE	De momento y YA a la venta: Palma (27/28), Barcelona del (1/2 a 18/2) y Madrid (22/2 al 1/4) en http://t.co/Q9HzeyLP .E iremos a toda Spain!
P	@PaddockGPWorld @miquelliso ¡Permiso ninguno, por favor! La foto es de Miquel, y yo encantado de poder verla en mi timeline 
P	“@marilink: La foto del dia: @gallir pidiéndole autógrafo a @ristomejide http://t.co/GYKid3Vo” Menéame ahora...
P	en serio, te amo @LeoDiCaprio 
P	Bueno pues todo listo y encargado ya a los Reyes Magos. Mañana y pasado son los días en los que la magia de la... http://t.co/4iYUJkz3
P	"@vigarcu @saez_cristina @muyinteresante Están comenzando a hacerse un poco visibles ahora. Y ya van por su segundo modelo ""Fairphone 2"" "
P	@IvettlyOficial Tú también eres muy bella, gracias por hacer cada día mas hermoso con tu sonrisa y tu forma de ser.
N	Sobre la tragedia del metro de Valencia... http://t.co/da5YCKk6
P	@LadyEternalSed son mucho más emotivos 
P	“@rdelvalle: Qué pena que @JuanraLucas no sea Pedro Piqueras. Entonces sería Juan Dramón Lucas #jajaja #socorro #mátenmeYA” Yo el primero :)
P	Ovación en la sala de prensa al compañero que ha bajado el volumen a la tele con la sintonía del PSOE (versión lounge) a toda hostia.
NONE	Se suspendió por fuerza mayor mi show en la mina, y ahora qué hago justo el 28 ya se iré al cambio de mando y haré de Ollanta
P	Tomar distancia de las cosas negativas nos hace crear un espacio, un vacío para que cosas positivas y mejores lleguen a nosotros
NEU	@NoticiasCNCO ya conozco a 3 pero Erick que es mi favorito no y Joel
NEU	“@pedroapa48: stoy en casa con fiebre, perdón por desatinos.”Mejórate. Aunque con el frío que hace mejor calentito en casa. Abrazos
N	8 muertos y 3 heridos leves, este fin de semana en las carreteras. Uno de los fallecidos era motorista, informa Dirección General deTráfico
P	Buenos días a todos!
P	@periodistas21 corregido. Abrazo.
P	Feliz Navidad. Gracias por encontrarnos  aquí. Sé que no siempre acerté , pero te puedo asegurar que siempre lo intenté. Y nunca me escondí.
NONE	Tan rápido Domingo? Yo ni sentí el Viernes. No siento los temblores, los días pasar. Ah, pero ojalá dejara de sentir hambre.
N	"RT @NicodeMig ""Ahora nuestras democracias tienen al enemigo dentro"": http://t.co/dQXzvOsJ vía @LaVanguardia"
NEU	No estoy a favor de primarias. La enmienda de Henríquez es a título personal. Ya lo dijo él y así lo he dicho hoy a preguntas de periodistas
NONE	Mi mamá adoptó una gata que dejaron botada al frente de la casa, si alguien necesita gatos me escriben, tengo 4
NONE	Portadas AS http://t.co/KIiip1Q7
P	AY MI MADRE GRIEZMANN 88 en FIFA 17 Toca ahorrar desde ya para hacerme con él 
P	"@Juandecolmenero ¿Y a quien responda ""no"" a esa amable petición, qué, jaja?"
N	Ojoplática ante la denuncia delVpte de la Diputación de Almería sobre facturas intolerables de diputados del Psoe. Incluido el tinte. #gato
NEU	"Carlos Rojas , candidato por #Granada : "" el cambio es mas q necesario. El 25M elegimos otra forma de gobernar"" #elcambioandaluz"
NEU	Que bueno! RT “@CruzDiez: Madrid: sol, pájaros cantando, risas de niños, gente haciendo deporte, cielo color mierda...”
NONE	Pues esta la hice este Finde en El Escorial http://t.co/pOidLikw
N	No puedo decir mas. Estoy speechless #vamosamorirtodos lo avisó @Suanzes y hoy lo corroboramos todos. Que desgracia de Salgado y Rubalcaba.
N	"Irene Villa: """"El aborto no es un derecho de la mujer; es un martirio"". @TelediarioInter 20:30"
NONE	El Alcalde de Sevilla abre el congreso del PP. Llueve en Sevilla. Es la única sorpresa de la tarde. http://t.co/YbwRaKDQ
N	Hoy estoy un poco triste 
P	.@marianorajoy #congreso: Primera ley será desarrollo reforma constitución xra garantizar estabilidad presupuestaria. Lo dirá #ZP n Bruselas
P	"Romney gana ampliamente en Illinois. ""soy el único capaz derrotar a Obama"""
NONE	+Saliste ayer? -No, me quedé en casa. +Qué aburrido te has vuelto! -Eso no dices cuando llega la quincena y no tienes ni para el pasaje.
NONE	Si ocupan gente para una mejenga yo estoy disponible
P	Acampar es de mis actividades más favoritas del mundo mundial
N	@edgumaco yo siempre deseo eso y cuando estoy libre;como hoy> ando desde temprano dando vueltas y sin sueño
P	Hasta luego! BESOS!!!
N	Pero no luchaban por la cultura libre? 10 mill de euros! “@amanda_mars: Los fundadores de SeriesYonkis venden el portal http://t.co/TRrRdXq1
NEU	@PalomaCervilla Tampoco aspiraba a ello, jajaja!
P	"Báñez ofrece la cara amable: ""El Gobierno no va a recortar las prest por desempleo"". Luego el pero: ""Pero no podemos permitir el fraude"""
P	@flyfap no había parada pero he visto una rotonda mu bonica en la que ponía Nules 
P	Buenos días. Feliz semana.
N	Hay quien nos pide a la izquierda que discutamos nuestras diferencias en casa. No se han enterado que nuestra casa es de puertas abiertas.
P	De acuerdo, esperpéntico “@AlberSupertramp: http://t.co/EvmfNzCE acabo de abrir un blog @pedroj_ramirez que sería un honor que ojeases.”
P	rt “@sgueina: Qué majos somos todos en fin de año!! Que siga así los 365 días restantes!Feliz  2?0?1?2?
P	"""Tu huella es mi paz,y tu horizonte es mi temor, pero tu huella es mi paz"""
P	“Nosotras damos de comer a la humanidad” http://t.co/sjpKXnS1
P	Bienvenido a Orbyt “@23memento: @pedroj_ramirez al final me has convencido .... ya tengo mi iPad 2 con la ayuda de K-tuin Barcelona !!!”
P	"Henando, PP, ""estoy convencido de que al final de la legislatura todos los españoles pagarán menos impuestos"" #Congreso"
NEU	El tiempo de Dios es siempre correcto; espera con paciencia que Él actúe.
P	@CarmendelRiego periodismo de investigación del bueno y unas cuantas decisiones éticas....
P	Estoy con un Citadelle Reserve (el Rolls Royce de los gin tonics) a la salud de los miles que habéis mandado hoy tuits de todo tipo. Gcs.
NONE	Buenos días. A las 10:00 arranca el Pleno de investidura.
NONE	@cineplanet hola, me gustaría saber si van a estrenar en Piura la chica del tren, espero su gentil respuesta, gracias.
P	@yolanday_y @el_pais Tras 72.000 años de viaje, conformate con que haya moléculas de Potasio y estén buenas 
NEU	"Reforma laboral. La portavoz del PSOE la define como ""el ajuste de cuentas de la derecha mas radical de este país"""
P	No se como agradecer todas las muestras de cariño q he recibido hoy aquí y fuera de aquí...No tengo palabras. Gracias infinitas
N	Cansancio, cuando alguien te dice algo que oíste y respondiste hace año y medio.
NONE	Bueno, a ver qué hace el Madrid. Lo comentamos dentro de un rato con Edu en Radio Marca.
N	El último tuit del ministro @jiwert es del domingo. ¿Cuando vuelva por aquí nos explicará lo del falso libro de texto de Ciudadanía?
N	A las 3 en @A3noticias, se ultiman los preparativos para la declaración de Iñaki Urdangarín como imputado ante el juez de Palma
